id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
177,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,30,628,57,715,"Jun 3, 2025 · 1:14 PM UTC",603,98,
178,WojPawelczyk,"Globalist Prime Minister of Poland, Donald Tusk, Plans a Coup Against the New Polish President Karol Nawrocki, Threatens to Govern Despite President Nawrocki's Veto. Yesterday Tusk addressed the nation, saying: ""A contingency plan, assuming difficult cohabitation, has been prepared. It is difficult to assume in advance what the attitude of the new president will be. If he shows a willingness to cooperate, it will be a positive surprise, to which we will respond with full openness. If not, there is no point in waiting. We will start working regardless of the circumstances, because that is why we were elected. We will submit ready-made bills, but if necessary, we will govern and make decisions even with a president who blocks good changes.""",0,27,4,31,"Jun 3, 2025 · 2:14 PM UTC",748,121,
179,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,85,2577,249,2911,"Jun 3, 2025 · 11:57 AM UTC",162,24,
180,k_cieciora,"Będąc precyzyjnym, Karol Nawrocki wygrał w gminach do i ponad 20 tys mieszkańców, a będąc jeszcze dokładniejszym, to wygrał w większości gmin. Wszystkich nie zamkniecie! ;)",0,5,1,6,"Jun 3, 2025 · 1:08 PM UTC",172,26,
181,eduardomenoni,| ÚLTIMA HORA: El nuevo presidente patriótica de Polonia Karol Nawrocki le exige a la progre Ursula y a la UE que respeten la soberanía de las naciones europeas y los valores cristianos. ¿Estás de acuerdo con este tremendo patriota?,2,95,3,100,"Jun 3, 2025 · 2:04 PM UTC",232,40,
182,CilComLFC,"Poland’s new President Karol Nawrocki: - Described as patriotic, pro-Christian and supportive of Donald Trump. - Opposes abortion and same-sex marriage. - Opposes the sexualization of children by LGBT groups. - Plans to build Deportation Centres. Poland has been SAVED!",34,1241,185,1460,"Jun 2, 2025 · 7:48 PM UTC",269,40,
183,Valeurs,"Pologne : Karol Nawrocki, un président de combat valeursactuelles.com/clubval…",0,1,0,1,"Jun 3, 2025 · 3:01 PM UTC",78,9,
184,Argenpoirot,"Polonia siempre parece un oasis. Será por como votan. Trzaskowski, de derecha, saco el 50,3% de los votos y Nawrocki, de extrema derecha, saco 49,7% Sin lugar para zurdos",183,3368,530,4081,"Jun 1, 2025 · 7:31 PM UTC",170,29,
185,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",449,12390,944,13783,"Jun 2, 2025 · 5:05 PM UTC",192,30,
186,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,85,2581,249,2915,"Jun 3, 2025 · 11:57 AM UTC",162,24,
187,MagLiber3,"#Pologne #UE Par @JimFergusonUK BREAKING LE NOUVEAU PRÉSIDENT POLONAIS AFFRONTE L'UE SUR LA QUESTION DE LA SOUVERAINETÉ ET DES VALEURS Le président Karol Nawrocki a lancé un appel audacieux à Bruxelles pour qu'elle respecte la souveraineté des nations européennes et les valeurs chrétiennes. ""La Pologne ne se laissera pas dicter sa conduite. Nous défendrons nos traditions et notre droit à l'autodétermination."" CE QUE CELA SIGNIFIE : La Pologne signale un changement de ton majeur à l'égard de l'UE. La souveraineté et l'identité sont de nouveau au centre de la politique européenne. Nawrocki positionne la Pologne comme la voix du conservatisme culturel et des droits nationaux. Un nouveau chapitre s'ouvre - et la Pologne s'avance pour le mener. @f_philippot",0,3,0,3,"Jun 3, 2025 · 1:53 PM UTC",762,118,
188,grok,"@KsaweryKo Noted, I'll remind you in 2030 about your tweet on Nawrocki's presidency. His narrow win and polarization suggest challenges, but his conservative base and pro-NATO stance may stabilize his term. Too early to predict if it'll fall. Let's see how it unfolds!",0,0,0,0,"Jun 3, 2025 · 3:01 PM UTC",268,43,
189,pfigueiredo08,"Apesar de toda parcialidade do judiciário, da influência globalista (com direito a dinheiro de Soros, Clinton e Obama), da perseguição política que chegou a botar até padre na cadeia, o candidato da direita Nawrocki foi eleito presidente da Polônia com 50.9% dos votos. É uma das eleições mais importantes da Europa pois é o país no limite do continente, extremamente religioso e fiel da balança da EU. Falarei mais amanhã!",14,1858,126,1998,"Jun 2, 2025 · 1:05 PM UTC",423,70,
190,WojPawelczyk,"The globalists HATE Poland's new President Karol Nawrocki, and Nawrocki's stance on Ukraine's NATO bid is one of the many reasons they hate him. Nawrocki has signed an 8-point declaration that included a pledge to oppose Ukraine's NATO membership. Btw, Radosław Sikorski is the husband of Anne Applebaum.",2,79,12,93,"Jun 3, 2025 · 7:10 AM UTC",304,48,
191,eduardomenoni,| ÚLTIMA HORA: El nuevo presidente patriótica de Polonia Karol Nawrocki le exige a la progre Ursula y a la UE que respeten la soberanía de las naciones europeas y los valores cristianos. ¿Estás de acuerdo con este tremendo patriota?,2,95,3,100,"Jun 3, 2025 · 2:04 PM UTC",232,40,
192,StZaryn,"Karol Nawrocki pokazał, że potrafi obalać sowiecko-rosyjskie kłamstwa. Dlatego jest dziś atakowany przez rosyjską propagandę i tamtejsze służby. Oficjalnie Kreml wstrzymuje się od komentowania wyniku wyborów w Polsce, ale rosyjskie służby prowadzą operację deprecjonowania Karola Nawrockiego i IPN. Aktualnie promowane są kłamstwa dot. @NawrockiKn, a IPN oskarżany jest o fałszowanie historii (pisze o tym @Disinfo_Digest). Moskwa prowadzi spójną operację dyskredytacji przyszłego Prezydenta RP i jego dorobku. Nawrocki, z uwagi na projekt demontażu propagandowych sowieckich pomników, jest od dawna na celowniku Kremla.",3,58,3,64,"Jun 3, 2025 · 2:05 PM UTC",620,81,
193,UpdateNews724,"BREAKING: The new President of Poland, Karol Nawrocki, called on the European Union to respect the sovereignty of European nations and Christian values.",1,36,11,48,"Jun 3, 2025 · 2:52 PM UTC",152,23,
194,laderechadiario,"| El presidente Donald Trump felicitó al presidente electo de Polonia, el historiador de extrema derecha Karol Nawrocki: ""¡Felicidades, Polonia! ¡Eligieron un GANADOR!"".",0,19,1,20,"Jun 3, 2025 · 2:31 PM UTC",169,23,
195,Load newest,Brak treści,0,0,0,0,,11,2,
196,BGatesIsaPyscho,Poland vote to reject the EU & mass immigration as Conservative Nationalist Karol Nawrocki looks to win the Polish Election,19,349,65,433,"Jun 2, 2025 · 2:45 AM UTC",123,20,
197,JimFergusonUK,"BREAKING: President Nawrocki: “In my Poland, we don’t build migrant integration centres — we build deportation centres for those who threaten our nation.” Poland has chosen strength. Poland is in safe hands. @NawrockiKn",39,1296,87,1422,"Jun 2, 2025 · 5:17 PM UTC",219,33,
198,UpdateNews724,"BREAKING: The new President of Poland, Karol Nawrocki, called on the European Union to respect the sovereignty of European nations and Christian values.",1,36,11,48,"Jun 3, 2025 · 2:52 PM UTC",152,23,
199,CilComLFC,"Poland’s new President Karol Nawrocki: - Described as patriotic, pro-Christian and supportive of Donald Trump. - Opposes abortion and same-sex marriage. - Opposes the sexualization of children by LGBT groups. - Plans to build Deportation Centres. Poland has been SAVED!",34,1241,185,1460,"Jun 2, 2025 · 7:48 PM UTC",269,40,
200,prokar11,"rafał trzaskowski50,3 Karol Nawrocki 49,7 *Lechionizowane*",0,3,1,4,"Jun 3, 2025 · 12:55 PM UTC",58,6,
201,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",72,2027,225,2324,"Jun 2, 2025 · 6:49 PM UTC",208,35,
202,Valeurs,"Pologne : Karol Nawrocki, un président de combat valeursactuelles.com/clubval…",0,1,0,1,"Jun 3, 2025 · 3:01 PM UTC",78,9,
203,EricLDaugh,Poland is now getting a right-wing President. Nationalism is contagious. I cannot wait for Nawrocki to visit the White House.,5,385,64,454,"Jun 3, 2025 · 2:06 AM UTC",125,20,
204,Filomene36,"""Karol Nawrocki – od chuligana piłkarskiego na prezydenta"" – ""Bił się 70 na 70"" svt.se/sport/fotboll/karol-n…",0,0,0,0,"Jun 3, 2025 · 3:01 PM UTC",109,15,
205,Anneke172351868,"Polen staat op het punt om zich terug te trekken uit het EU-migratiepact en terecht. Dit is niet zomaar een impulsieve zet, maar een logische stap na de overwinning van nationalist Karol Nawrocki. Het migratiebeleid van de EU faalt compleet: het dwingt landen als Polen om migranten te accepteren waar ze dat niet willen, en dat leidt tot chaos en verdeeldheid. En Polen staat hierin niet alleen. Hongarije, Tsjechië en Slowakije staan al jarenlang pal tegen deze verplichte migratiequota. Zij kiezen voor nationale soevereiniteit en strengere grenscontroles. Het wordt tijd dat de EU dit ook erkent. Dit is een signaal: landen pakken hun eigen belangen weer serieus en zeggen ‘nee’ tegen de EU bemoeienis die niet werkt. Europa staat op een keerpunt en Polen laat zien hoe het moet.",8,254,36,298,"Jun 2, 2025 · 9:03 AM UTC",783,129,
206,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,85,2582,250,2917,"Jun 3, 2025 · 11:57 AM UTC",162,24,
207,GregZabrisky,"Dr. Karol Nawrocki Prezydentem Polski, więc Niemcy są wściekli, także na Tuska. A dlaczego są wściekli nietrudno zgadnąć, ich plany centralizacji i federalizacji państw UE pod wodzą Berlina będą musiały poczekać, może nawet dwie kadencje Nawrockiego. To jest istota tych wyborów",0,0,0,0,"Jun 3, 2025 · 3:01 PM UTC",278,41,
208,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",449,12390,944,13783,"Jun 2, 2025 · 5:05 PM UTC",192,30,
209,f_philippot,"Excellente nouvelle ! L’européiste pro-guerre a perdu la présidentielle en #Pologne et c’est Karol #Nawrocki, qui n’enverra aucune troupe en #Ukraine et refuse formellement toute « Europe de la Défense » qui vient d’être élu président ! (cf : franceinfo.fr/monde/europe/u…) Il n’est certes pas parfait mais largement préférable à son adversaire et surtout il pourra bloquer l’affreux 1er ministre #Tusk, euromondialiste de la pire espèce ! L’UE et les fous de guerre en PLS ce matin !",45,1574,214,1833,"Jun 2, 2025 · 6:34 AM UTC",484,77,
210,znowu_samolotem,"Czyli tam gdzie wygrał Trzaskowski to trzeba walczyć o jak największą frekwencję. Tam gdzie Nawrocki to już nie wolno? Ja nawet nie pytam, ja stwierdzam, jest pani idiotką!",0,19,4,23,"Jun 3, 2025 · 12:46 PM UTC",172,28,
211,eduardomenoni,| ÚLTIMA HORA: El nuevo presidente patriótica de Polonia Karol Nawrocki le exige a la progre Ursula y a la UE que respeten la soberanía de las naciones europeas y los valores cristianos. ¿Estás de acuerdo con este tremendo patriota?,2,95,3,100,"Jun 3, 2025 · 2:04 PM UTC",232,40,
212,CilComLFC,BREAKING: EU chief Ursula von der Leyen is reportedly “panicking” after Poland’s Presidential Election was won by right-wing nationalist candidate Karol Nawrocki. She considers his victory to be a “threat” to the stability of the European Union. Sounds like good news to me!,481,7984,3203,11668,"Jun 2, 2025 · 5:04 PM UTC",274,43,
213,komentatorNaX,Brawo Panie prezydencie Karolu Nawrocki 🫡,0,21,0,21,"Jun 2, 2025 · 6:52 PM UTC",41,6,
214,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,30,630,57,717,"Jun 3, 2025 · 1:14 PM UTC",603,98,
215,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,85,2585,250,2920,"Jun 3, 2025 · 11:57 AM UTC",162,24,
216,JimFergusonUK,"BREAKING: President Nawrocki: “In my Poland, we don’t build migrant integration centres — we build deportation centres for those who threaten our nation.” Poland has chosen strength. Poland is in safe hands. @NawrockiKn",39,1297,87,1423,"Jun 2, 2025 · 5:17 PM UTC",219,33,
217,FAZ_Politik,"Nach dem Sieg des PiS-Kandidaten Karol Nawrocki kündigt Polens Ministerpräsident Tusk einen Neustart seiner Regierung an. Sollte der neue Präsident die Zusammenarbeit verweigern, gebe es einen Notfallplan. @Stefan_Locke berichtet. faz.net/aktuell/politik/ausl…",0,2,0,2,"Jun 3, 2025 · 2:56 PM UTC",260,30,
218,RadioWNET,"„Wśród elit unijnych pojawiają się głosy, że Polska nie będzie otrzymywać pieniędzy przez to, że wybory wygrał Karol Nawrocki a nie Rafał Trzaskowski” – Jacek Saryusz-Wolski, były wiceprzewodniczący PE @JSaryuszWolski @skowronskiwnet piped.video/watch?v=0aOrchBm…",12,316,58,386,"Jun 3, 2025 · 6:27 AM UTC",263,32,
219,EvaGarc14446704,"Ha guanyat el partit antiimmigració. Els polacs no volen acabar com França. Nawrocki: ""La meva Polònia és una Polònia sense immigrants il·legals. És una Polònia on en lloc de centres d'integració hi ha centres de deportació per a aquells que volen destruir la nostra seguretat"".",3,162,21,186,"Jun 2, 2025 · 10:24 AM UTC",278,45,
220,warlook11,@grok what unsettled past is nawrocki referring to? What is the issue?,0,0,0,0,"Jun 3, 2025 · 3:01 PM UTC",70,12,
221,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",72,2027,225,2324,"Jun 2, 2025 · 6:49 PM UTC",208,35,
222,MazaleyratRemi,"ALERTE Le nouveau président de la Pologne Karol Nawrocki annonce un référendum pour que la Pologne quitte l'Union européenne ! En cas de vote majoritairement OUI, la Pologne serait le deuxième pays à quitter l'UE après le Royaume-Uni en 2020 suite d'un référendum en 2016.",3,27,9,39,"Jun 3, 2025 · 10:56 AM UTC",272,45,
223,Bob57PL,Gmina Kulesze Kościelne. Nawrocki zdobył tam 93%. Wytyczają Polsce kierunek na najbliższe 5 lat.,3,178,90,271,"Jun 2, 2025 · 11:36 AM UTC",96,14,
224,MSzuldrzynski,"Przez pół roku łgali, ze Tusk z Unią unieważnią wybory, jak wygra wybory Nawrocki. Nawrocki wygrał, Tusk i von der Leyen uznali wynik, więc muszą wymyślać kolejny poziom kłamstw. Żadnej godności",3,124,129,256,"Jun 2, 2025 · 8:00 PM UTC",194,31,
225,xOstatniaProsta,"Właśnie min. dlatego głosowałem na Nawrockiego, żeby takie spłakane Julki pokazały swoją prawdziwą twarz elitarnej wyższości nad zwykłymi Polakami.",64,605,1092,1761,"Jun 3, 2025 · 8:44 AM UTC",147,19,
226,Georg_Pazderski,"Der polnische Präsident Karol Nawrocki gibt die Richtung vor: „Mein Polen ist ein Polen ohne illegale Einwanderer. Es ist ein Polen, in dem es statt Integrationszentren Abschiebezentren für diejenigen gibt, die unsere Sicherheit zerstören wollen.“",22,782,141,945,"Jun 2, 2025 · 7:56 PM UTC",247,35,
227,Load newest,Brak treści,0,0,0,0,,11,2,
228,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",449,12391,944,13784,"Jun 2, 2025 · 5:05 PM UTC",192,30,
229,homik_13,"Nie każdy, dlatego nawrocki nie ma 100% nigdzie",0,0,0,0,"Jun 3, 2025 · 3:01 PM UTC",47,8,
230,Valeurs,"Pologne : Karol Nawrocki, un président de combat valeursactuelles.com/clubval…",0,1,0,1,"Jun 3, 2025 · 3:01 PM UTC",78,9,
231,Argenpoirot,"Polonia siempre parece un oasis. Será por como votan. Trzaskowski, de derecha, saco el 50,3% de los votos y Nawrocki, de extrema derecha, saco 49,7% Sin lugar para zurdos",183,3368,530,4081,"Jun 1, 2025 · 7:31 PM UTC",170,29,
232,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,85,2587,250,2922,"Jun 3, 2025 · 11:57 AM UTC",162,24,
233,MagLiber3,"#Pologne #UE Par @JimFergusonUK BREAKING LE NOUVEAU PRÉSIDENT POLONAIS AFFRONTE L'UE SUR LA QUESTION DE LA SOUVERAINETÉ ET DES VALEURS Le président Karol Nawrocki a lancé un appel audacieux à Bruxelles pour qu'elle respecte la souveraineté des nations européennes et les valeurs chrétiennes. ""La Pologne ne se laissera pas dicter sa conduite. Nous défendrons nos traditions et notre droit à l'autodétermination."" CE QUE CELA SIGNIFIE : La Pologne signale un changement de ton majeur à l'égard de l'UE. La souveraineté et l'identité sont de nouveau au centre de la politique européenne. Nawrocki positionne la Pologne comme la voix du conservatisme culturel et des droits nationaux. Un nouveau chapitre s'ouvre - et la Pologne s'avance pour le mener. @f_philippot",0,3,0,3,"Jun 3, 2025 · 1:53 PM UTC",762,118,
234,grok,"@KsaweryKo Noted, I'll remind you in 2030 about your tweet on Nawrocki's presidency. His narrow win and polarization suggest challenges, but his conservative base and pro-NATO stance may stabilize his term. Too early to predict if it'll fall. Let's see how it unfolds!",0,0,0,0,"Jun 3, 2025 · 3:01 PM UTC",268,43,
235,pfigueiredo08,"Apesar de toda parcialidade do judiciário, da influência globalista (com direito a dinheiro de Soros, Clinton e Obama), da perseguição política que chegou a botar até padre na cadeia, o candidato da direita Nawrocki foi eleito presidente da Polônia com 50.9% dos votos. É uma das eleições mais importantes da Europa pois é o país no limite do continente, extremamente religioso e fiel da balança da EU. Falarei mais amanhã!",14,1858,126,1998,"Jun 2, 2025 · 1:05 PM UTC",423,70,
236,WojPawelczyk,"The globalists HATE Poland's new President Karol Nawrocki, and Nawrocki's stance on Ukraine's NATO bid is one of the many reasons they hate him. Nawrocki has signed an 8-point declaration that included a pledge to oppose Ukraine's NATO membership. Btw, Radosław Sikorski is the husband of Anne Applebaum.",2,79,12,93,"Jun 3, 2025 · 7:10 AM UTC",304,48,
237,eduardomenoni,| ÚLTIMA HORA: El nuevo presidente patriótica de Polonia Karol Nawrocki le exige a la progre Ursula y a la UE que respeten la soberanía de las naciones europeas y los valores cristianos. ¿Estás de acuerdo con este tremendo patriota?,2,96,3,101,"Jun 3, 2025 · 2:04 PM UTC",232,40,
238,StZaryn,"Karol Nawrocki pokazał, że potrafi obalać sowiecko-rosyjskie kłamstwa. Dlatego jest dziś atakowany przez rosyjską propagandę i tamtejsze służby. Oficjalnie Kreml wstrzymuje się od komentowania wyniku wyborów w Polsce, ale rosyjskie służby prowadzą operację deprecjonowania Karola Nawrockiego i IPN. Aktualnie promowane są kłamstwa dot. @NawrockiKn, a IPN oskarżany jest o fałszowanie historii (pisze o tym @Disinfo_Digest). Moskwa prowadzi spójną operację dyskredytacji przyszłego Prezydenta RP i jego dorobku. Nawrocki, z uwagi na projekt demontażu propagandowych sowieckich pomników, jest od dawna na celowniku Kremla.",3,58,3,64,"Jun 3, 2025 · 2:05 PM UTC",620,81,
239,UpdateNews724,"BREAKING: The new President of Poland, Karol Nawrocki, called on the European Union to respect the sovereignty of European nations and Christian values.",1,36,12,49,"Jun 3, 2025 · 2:52 PM UTC",152,23,
240,EwaStepien2,"Oczywiscie, ze tak. Na poczatek czekam na te 30% obnizki cen co Pan Nawrocki obiecal. Nie oddawajcie Polski walkowerem. Na Prezydenta Trzaskowskiego zaglosowalo 10 237 177 Polakow, zabraklo 350 tys.",0,3,9,12,"Jun 3, 2025 · 10:27 AM UTC",198,30,
241,AlertaNews24,"| AHORA: El presidente electo de Polonia, Nawrocki: ""Estimado Presidente Zelensky, espero continuar la asociación entre nuestros países, basada en el respeto y el entendimiento mutuos. Creo que se requiere no solo un buen diálogo, sino también resolver problemas históricos pendientes. Polonia ha sido el mayor apoyo de Ucrania contra la agresión rusa; ninguna otra nación comprende esta amenaza mejor que nosotros, y esperamos podamos continuar trabajando juntos por el bien común para resolver el pasado inestable y construir un futuro seguro juntos"".",2,111,16,129,"Jun 3, 2025 · 1:28 PM UTC",553,83,
242,OmzRi,"NAWROCKI JEDNAK ODPOWIE ZA SWOJE NIKCZEMNE CZYNY Dysponujemy ekspertyzą prawną, z której jasno wynika, że prokuratura może dalej prowadzić sprawy dotyczące czynów, jakich dopuścił się w przeszłości Karol Nawrocki. Nie może mu jednak postawić zarzutów i przesłać do sądu aktu oskarżenia tak długo jak długo pełni funkcję prezydenta. Jedak natychmiast po zakończeniu jego kadencji, prokurator będzie mógł postawić Nawrockiego przed sądem. PRZERWANY BIEG PRZEDAWNIENIA Jest też bardzo dobra wiadomość. W związku z tym, że Karol Nawrocki dopuścił się czynów zabronionych przed wybraniem go na prezydenta - to przerwany zostaje bieg przedawnienia czynów, których się dopuścił. To oznacza, że nawet jeśli jego kadencja potrwa 10 lat to żadne z przestępstw, których się dopuścił nie ulegnie przedawnieniu. Chodzi tu przede wszystkim o sprawę wyłudzenia mieszkania od starszego mężczyzny oraz o rozpowszechnianie treści rasistowskich w trakcie kampanii. W obu tych sprawach stroną zawiadamiającą jest Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych. CZY MOŻNA NAWROCKIEGO POSTAWIĆ PRZED SĄDEM PRZED ZAPRZYSIĘŻENIEM? Można! Jednak tylko teoretycznie. Do zaprzysiężenia prezydenta elekta zostało 65 dni, a to za mało, by przeprowadzić śledztwo, przeprowadzić proces i rozpoznać apelację od wyroku, który zapadnie. Polski wymiar sprawiedliwości jest w rozsypce, po ""reformach"" Ziobry. Procesy karne trwają w tej chwili po 4 lata i to całkiem prostych sprawach. _____ Wspieraj nas. Ścigamy rasistów, homofobów, faszystów, ksenofobów. Bez żadnego wsparcia państwa, bez unijnych dotacji. Jedynym źródłem finansowania działań Ośrodka są dobrowolne darowizny naszych zwolenników. Wspieraj nas: PayPal i karta płatnicza: omzrik.pl/wesprzyj-nas zbiórka: zrzutka.pl/omzrik Dane do przelewu: nr konta 19 2490 0005 0000 4520 8435 8540 Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych Plac Dąbrowskiego 5 00-057 Warszawa tytuł : ""darowizna na działalność statutową"" IBAN : PL19249000050000452084358540 SWIFT: ALBPPLPW Uruchomiliśmy nasz profil na portalu Patronite, będziemy zobowiązani jeśli zdecydujecie się Państwo zostać naszymi patronami: patronite.pl/omzrik",31,523,813,1367,"Jun 2, 2025 · 5:51 PM UTC",2170,289,
243,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,85,2588,250,2923,"Jun 3, 2025 · 11:57 AM UTC",162,24,
244,lereveildatlas,"FLASH : La Pologne va désormais se retirer du pacte migratoire de l'UE suite à l'élection du nouveau président nationaliste Karol Nawrocki. C'était le fer de lance de sa campagne. Cette élection marque un tournant eurosceptique majeur, suscitant des inquiétudes sur l'unité de l'UE.",6,200,10,216,"Jun 2, 2025 · 5:57 PM UTC",282,44,
245,Wojtek64968985,"Proszę Pani, rozumiem frustrację, ale Prezydent Nawrocki nie jest winny Pani aparycji.",0,0,0,0,"Jun 3, 2025 · 3:01 PM UTC",86,12,
246,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",449,12392,944,13785,"Jun 2, 2025 · 5:05 PM UTC",192,30,
247,eduardomenoni,| ÚLTIMA HORA: El nuevo presidente patriótica de Polonia Karol Nawrocki le exige a la progre Ursula y a la UE que respeten la soberanía de las naciones europeas y los valores cristianos. ¿Estás de acuerdo con este tremendo patriota?,2,96,3,101,"Jun 3, 2025 · 2:04 PM UTC",232,40,
248,angmar_angmar1,Brawo Nawrocki !,0,0,0,0,"Jun 3, 2025 · 3:01 PM UTC",16,3,
249,DanielObajtek,"Najpierw Cię ignorują. Potem śmieją się z Ciebie. Później z Tobą walczą. Później wygrywasz. Tak jest i dziś Karol Nawrocki Polecam całą rozmowę @Magazyngargas na YT, nagraną tuż przed ciszą wyborczą",1,302,26,329,"Jun 2, 2025 · 3:42 PM UTC",198,31,
250,PrawaStronaa,"W całej Warszawie głosowało wczoraj 1 139 675 ludzi, Nawrocki otrzymał tylko 362 322 głosów, jebać to miasto.",9,92,314,415,"Jun 2, 2025 · 3:37 PM UTC",109,18,
251,JimFergusonUK,"BREAKING: President Nawrocki: “In my Poland, we don’t build migrant integration centres — we build deportation centres for those who threaten our nation.” Poland has chosen strength. Poland is in safe hands. @NawrockiKn",39,1298,87,1424,"Jun 2, 2025 · 5:17 PM UTC",219,33,
252,komentatorNaX,Brawo Panie prezydencie Karolu Nawrocki 🫡,0,21,0,21,"Jun 2, 2025 · 6:52 PM UTC",41,6,
253,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,30,630,57,717,"Jun 3, 2025 · 1:14 PM UTC",603,98,
254,Load newest,Brak treści,0,0,0,0,,11,2,
255,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,85,2589,251,2925,"Jun 3, 2025 · 11:57 AM UTC",162,24,
256,FAZ_Politik,"Nach dem Sieg des PiS-Kandidaten Karol Nawrocki kündigt Polens Ministerpräsident Tusk einen Neustart seiner Regierung an. Sollte der neue Präsident die Zusammenarbeit verweigern, gebe es einen Notfallplan. @Stefan_Locke berichtet. faz.net/aktuell/politik/ausl…",0,2,0,2,"Jun 3, 2025 · 2:56 PM UTC",260,30,
257,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,30,630,57,717,"Jun 3, 2025 · 1:14 PM UTC",603,98,
258,RadioWNET,"„Wśród elit unijnych pojawiają się głosy, że Polska nie będzie otrzymywać pieniędzy przez to, że wybory wygrał Karol Nawrocki a nie Rafał Trzaskowski” – Jacek Saryusz-Wolski, były wiceprzewodniczący PE @JSaryuszWolski @skowronskiwnet piped.video/watch?v=0aOrchBm…",12,316,58,386,"Jun 3, 2025 · 6:27 AM UTC",263,32,
259,EvaGarc14446704,"Ha guanyat el partit antiimmigració. Els polacs no volen acabar com França. Nawrocki: ""La meva Polònia és una Polònia sense immigrants il·legals. És una Polònia on en lloc de centres d'integració hi ha centres de deportació per a aquells que volen destruir la nostra seguretat"".",3,162,21,186,"Jun 2, 2025 · 10:24 AM UTC",278,45,
260,warlook11,@grok what unsettled past is nawrocki referring to? What is the issue?,0,0,0,0,"Jun 3, 2025 · 3:01 PM UTC",70,12,
